hgnc	chrom	3UTR_length	5UTR_GC	5UTR_length
HGNC:1876	chr2	12714.0	0.5802197802197803	455.0
HGNC:11760	chr2	2706.0	0.3655462184873949	238.0
HGNC:28816	chr2	810.0	0.625	48.0
HGNC:9902	chr3	565.0	0.5365853658536586	164.0
HGNC:7454	chr8	3068.0	0.7966101694915254	59.0
HGNC:11060	chr8	5420.0	0.7201834862385321	218.0
HGNC:658	chr7	401.0	0.8409090909090909	88.0
HGNC:17074	chr17	7763.0	0.6784660766961652	339.0
HGNC:23781	chr17	1484.0	0.7974683544303798	79.0
HGNC:9107	chr3	1098.0	0.8378378378378378	37.0
HGNC:362	chr1	5195.0	0.6181818181818182	55.0
HGNC:1667	chr4	4630.0	0.6551724137931034	87.0
HGNC:3720	chr12	2165.0	0.7823529411764706	170.0
HGNC:29079	chr1	325.0	0.7751937984496124	129.0
HGNC:9903	chr3	116.0	0.5774647887323944	142.0
HGNC:1469	chr17	1896.0	0.7658227848101266	158.0
HGNC:9948	chr12	1284.0	0.5264187866927593	511.0
HGNC:25956	chr7	2687.0	0.5392156862745098	102.0
HGNC:26511	chr19	956.0	0.6666666666666666	21.0
HGNC:23085	chr19	393.0	0.7578947368421053	95.0
HGNC:7694	chr16	168.0	0.6538461538461539	26.0
HGNC:8812	chr7	2142.0	0.6816143497757847	223.0
HGNC:20302	chr6	186.0	0.7435897435897436	39.0
HGNC:19412	chr3	298.0	0.6666666666666666	153.0
HGNC:46	chr7	1384.0	0.3854166666666667	192.0
HGNC:10983	chr7	971.0	0.7394366197183099	142.0
HGNC:11351	chr7	319.0	0.625	40.0
HGNC:1728	chr17	3232.0	0.6910569105691057	123.0
HGNC:11027	chr17	2068.0	0.64	150.0
HGNC:1440	chr7	1870.0	0.6245487364620939	277.0
HGNC:3086	chr17	523.0	0.7372549019607844	255.0
HGNC:14368	chr16	363.0	0.7272727272727273	66.0
HGNC:9962	chr19	1713.0	0.7729083665338645	251.0
HGNC:15687	chr7	2598.0	0.6645962732919255	161.0
HGNC:26076	chr4	1127.0	0.7717391304347826	92.0
HGNC:5101	chr7	1639.0	0.5340909090909091	88.0
HGNC:9197	chr7	521.0	0.7419354838709677	62.0
HGNC:16718	chr17	3288.0	0.7479674796747967	123.0
HGNC:7013	chr17	1521.0	0.4432989690721649	388.0
HGNC:22207	chr7	5429.0	0.6111111111111112	252.0
HGNC:6600	chr17	5237.0	0.6347826086956522	115.0
HGNC:26151	chr12	2256.0	0.7058823529411765	85.0
HGNC:10522	chr16	609.0	0.4355828220858895	163.0
HGNC:28050	chr16	983.0	0.5757575757575758	99.0
HGNC:25666	chr9	1104.0	0.6353790613718412	277.0
HGNC:19356	chr17	261.0	0.75	20.0
HGNC:9392	chr7	2229.0	0.8472906403940886	203.0
HGNC:2348	chr16	2664.0	0.821831869510665	797.0
HGNC:16831	chr17	1249.0	0.6171428571428571	875.0
HGNC:7218	chr17	801.0	0.576271186440678	177.0
HGNC:9204	chr7	1268.0	0.631578947368421	57.0
HGNC:1317	chr2	1961.0	0.7333333333333333	60.0
HGNC:25770	chr2	54.0	0.6477272727272727	88.0
HGNC:2366	chr7	1150.0	0.5740740740740741	216.0
HGNC:45	chr7	400.0	0.7358490566037735	53.0
HGNC:18541	chr7	1686.0	0.5799614643545279	519.0
HGNC:23082	chr7	577.0	0.8163265306122449	49.0
HGNC:11203	chr16	1593.0	0.869281045751634	153.0
HGNC:17853	chr6	1438.0	0.412962962962963	540.0
HGNC:12986	chr11	1191.0	0.6509433962264151	106.0
HGNC:23386	chr13	721.0	0.7398119122257053	319.0
HGNC:13599	chr13	1885.0	0.7275449101796407	334.0
HGNC:6148	chr16	1520.0	0.6041666666666666	96.0
HGNC:8810	chr17	2055.0	0.7764705882352941	85.0
HGNC:6139	chr17	1403.0	0.7303030303030303	330.0
HGNC:19357	chr17	437.0	0.7087719298245614	285.0
HGNC:6138	chr17	183.0	0.5284090909090909	176.0
HGNC:16009	chr7	2474.0	0.5172413793103449	29.0
HGNC:29644	chr16	1777.0	0.7313432835820896	134.0
HGNC:26098	chr19	157.0	0.5	4.0
HGNC:2364	chr19	329.0	0.8671328671328671	143.0
HGNC:16387	chr17	919.0	0.6574074074074074	216.0
HGNC:24529	chr17	3322.0	0.6604651162790698	215.0
HGNC:17948	chr17	420.0	0.8129496402877698	139.0
HGNC:6450	chr17	27.0	0.5573770491803278	61.0
HGNC:59	chr11	106.0	0.8405797101449275	69.0
HGNC:10616	chr17	991.0	0.5774647887323944	71.0
HGNC:10627	chr17	416.0	0.5647058823529412	85.0
HGNC:557	chr17	4133.0	0.6507936507936508	63.0
HGNC:1407	chr16	549.0	0.5833333333333334	420.0
HGNC:31092	chr11	252.0	0.7816091954022989	174.0
HGNC:563	chr17	2714.0	0.6153846153846154	130.0
HGNC:11517	chr7	552.0	0.6638655462184874	119.0
HGNC:13056	chr16	902.0	0.7042682926829268	328.0
HGNC:10647	chr16	2012.0	0.7215189873417721	79.0
HGNC:26125	chr17	190.0	0.8285714285714286	35.0
HGNC:1394	chr17	723.0	0.7691275167785235	745.0
HGNC:18152	chr16	557.0	0.7333333333333333	30.0
HGNC:2919	chr7	993.0	0.5035294117647059	425.0
HGNC:6861	chr14	7854.0	0.7807017543859649	342.0
HGNC:9839	chr7	1875.0	0.6769759450171822	291.0
HGNC:21649	chr7	1871.0	0.7605042016806722	238.0
HGNC:22224	chr7	6348.0	0.5434782608695652	46.0
HGNC:3490	chr7	4637.0	0.4587628865979381	388.0
HGNC:21869	chr7	2320.0	0.5897435897435898	39.0
HGNC:410	chr11	1337.0	0.6567164179104478	67.0
HGNC:26067	chr1	1531.0	0.74375	160.0
HGNC:13411	chr7	2625.0	0.6604651162790698	215.0
HGNC:10625	chr7	155.0	0.5428571428571428	35.0
HGNC:16460	chr2	716.0	0.6875	128.0
HGNC:12597	chr11	432.0	0.7339449541284404	109.0
HGNC:21705	chr7	471.0	0.675	120.0
HGNC:17364	chr7	1390.0	0.6666666666666666	240.0
HGNC:11608	chr19	1181.0	0.7226107226107226	429.0
HGNC:5456	chr7	1684.0	0.6157205240174672	229.0
HGNC:30054	chr19	131.0	0.5	48.0
HGNC:2260	chr17	1464.0	0.6666666666666666	102.0
HGNC:4661	chr7	172.0	0.7978339350180506	277.0
HGNC:25459	chr19	362.0	0.6942148760330579	242.0
HGNC:12713	chr7	3272.0	0.7647058823529411	17.0
HGNC:29096	chr17	1472.0	0.7976539589442815	341.0
HGNC:14198	chr17	1206.0	0.6625	80.0
HGNC:21695	chr7	7467.0	0.6119402985074627	67.0
HGNC:7571	chr17	86.0	0.5054945054945055	91.0
HGNC:24041	chr12	2602.0	0.625	208.0
HGNC:15483	chr5	227.0	0.5972222222222222	216.0
HGNC:23061	chr2	1264.0	0.2978723404255319	188.0
HGNC:9485	chr16	114.0	0.78125	32.0
HGNC:13538	chr19	2574.0	0.8238993710691824	318.0
HGNC:9454	chr4	1165.0	0.5736434108527132	258.0
HGNC:25171	chr19	270.0	0.7555555555555555	45.0
HGNC:28834	chr19	381.0	0.5596330275229358	109.0
HGNC:8574	chr17	3813.0	0.6151012891344383	543.0
HGNC:7873	chr17	480.0	0.5151515151515151	264.0
HGNC:2953	chr17	221.0	0.7241379310344828	29.0
HGNC:28960	chr17	618.0	0.8235294117647058	102.0
HGNC:10917	chr17	512.0	0.5942028985507246	69.0
HGNC:4169	chr17	6622.0	0.7870370370370371	216.0
HGNC:23069	chr19	259.0	0.7894736842105263	19.0
HGNC:6906	chr19	210.0	0.7087912087912088	364.0
HGNC:1819	chr19	1473.0	0.5714285714285714	105.0
HGNC:1699	chr17	486.0	0.6	70.0
HGNC:10591	chr17	2217.0	0.7142857142857143	77.0
HGNC:18441	chr1	2499.0	0.6785714285714286	28.0
HGNC:8620	chr11	908.0	0.5286259541984732	524.0
HGNC:14173	chr16	976.0	0.8045112781954887	133.0
HGNC:20561	chr16	281.0	0.8251748251748252	143.0
HGNC:6723	chr16	208.0	0.7090909090909091	110.0
HGNC:1400	chr3	2053.0	0.7819905213270142	211.0
HGNC:948	chr16	957.0	0.8	115.0
HGNC:14175	chr16	197.0	0.7972972972972973	74.0
HGNC:14135	chr16	1074.0	0.8188405797101449	138.0
HGNC:14122	chr16	3863.0	0.7759197324414716	299.0
HGNC:11716	chr6	152.0	0.7777777777777778	216.0
HGNC:10718	chr1	1885.0	0.445859872611465	157.0
HGNC:25570	chr1	1505.0	0.5	16.0
HGNC:3771	chr1	377.0	0.4337349397590361	83.0
HGNC:21155	chr6	1497.0	0.7552742616033755	237.0
HGNC:3114	chr1	3442.0	0.7272727272727273	440.0
HGNC:9537	chr6	100.0	0.676923076923077	65.0
HGNC:6196	chr6	1791.0	0.4012738853503185	471.0
HGNC:14585	chr1	937.0	0.5681818181818182	88.0
HGNC:1730	chr1	528.0	0.5486725663716814	113.0
HGNC:29831	chr1	1672.0	0.7477477477477478	222.0
HGNC:11743	chr6	4227.0	0.4761904761904761	21.0
HGNC:15581	chr6	169.0	0.3811320754716981	530.0
HGNC:2899	chr3	1613.0	0.7222222222222222	18.0
HGNC:9504	chr7	3165.0	0.8376068376068376	117.0
HGNC:201	chr7	6398.0	0.7627906976744186	215.0
HGNC:11507	chr7	1300.0	0.7115384615384616	104.0
HGNC:2571	chr17	2098.0	0.72	75.0
HGNC:14524	chr17	4098.0	0.8066037735849056	212.0
HGNC:3230	chr3	1742.0	0.8134920634920635	252.0
HGNC:17366	chr7	2940.0	0.625	104.0
HGNC:25562	chr12	361.0	0.7319148936170212	235.0
HGNC:15593	chr3	2425.0	0.6578947368421053	38.0
HGNC:25934	chr19	76.0	0.8125	32.0
HGNC:7061	chr12	369.0	0.6022727272727273	88.0
HGNC:2384	chr12	638.0	0.6802721088435374	588.0
HGNC:8904	chr19	85.0	0.75	32.0
HGNC:7788	chr19	4147.0	0.8512396694214877	363.0
HGNC:10862	chr8	4916.0	0.5064432989690721	776.0
HGNC:14246	chr16	1628.0	0.7843137254901961	357.0
HGNC:16830	chr16	175.0	0.5789473684210527	76.0
HGNC:9008	chr16	1019.0	0.8229665071770335	209.0
HGNC:6883	chr22	3199.0	0.7307692307692307	26.0
HGNC:22963	chr17	425.0	0.5647058823529412	85.0
HGNC:18756	chr8	2730.0	0.6654929577464789	568.0
HGNC:29273	chr2	595.0	0.5714285714285714	126.0
HGNC:11846	chr3	5310.0	0.8125	16.0
HGNC:10405	chr8	36.0	0.6097560975609756	123.0
HGNC:29905	chr1	1253.0	0.4340044742729306	447.0
HGNC:16803	chr7	1615.0	0.792507204610951	347.0
HGNC:9968	chr6	983.0	0.7333333333333333	330.0
HGNC:8621	chr1	3937.0	0.6187335092348285	758.0
HGNC:6902	chr1	362.0	0.71875	32.0
HGNC:21071	chr6	7732.0	0.6	20.0
HGNC:28530	chr1	2535.0	0.7833333333333333	120.0
HGNC:30766	chr1	162.0	0.5096153846153846	416.0
HGNC:19743	chr14	2420.0	0.7524752475247525	202.0
HGNC:20954	chr6	6042.0	0.52	25.0
HGNC:12744	chr7	663.0	0.7666666666666667	30.0
HGNC:961	chr7	1303.0	0.7638888888888888	360.0
HGNC:13727	chr6	864.0	0.8	330.0
HGNC:18160	chr6	451.0	0.671875	128.0
HGNC:25356	chr1	1662.0	0.7142857142857143	91.0
HGNC:24248	chr1	960.0	0.5487012987012987	308.0
HGNC:3095	chr12	122.0	0.8157894736842105	38.0
HGNC:12998	chr17	12126.0	0.5116279069767442	129.0
HGNC:12585	chr3	126.0	0.6538461538461539	26.0
HGNC:19169	chr7	764.0	0.7136752136752137	234.0
HGNC:1709	chr12	438.0	0.71	100.0
HGNC:13242	chr3	88.0	0.6824034334763949	233.0
HGNC:24305	chr12	543.0	0.5789473684210527	76.0
HGNC:24970	chr12	944.0	0.6923076923076923	13.0
HGNC:4271	chr19	1787.0	0.6721311475409836	122.0
HGNC:18458	chr3	324.0	0.5722983257229832	657.0
HGNC:30400	chr3	2568.0	0.7105263157894737	76.0
HGNC:18006	chr3	586.0	0.7894736842105263	38.0
HGNC:18628	chr3	139.0	0.6578947368421053	76.0
HGNC:26219	chr19	285.0	0.5860215053763441	186.0
HGNC:11046	chr12	326.0	0.5283018867924528	53.0
HGNC:9486	chr9	51.0	0.5384615384615384	13.0
HGNC:12993	chr16	1567.0	0.6363636363636364	253.0
HGNC:1678	chr12	1470.0	0.5891089108910891	202.0
HGNC:19138	chr12	363.0	0.5808580858085809	303.0
HGNC:4886	chr6	4117.0	0.5833333333333334	12.0
HGNC:19003	chr1	992.0	0.5266272189349113	169.0
HGNC:4037	chr6	1407.0	0.7067545304777595	607.0
HGNC:4921	chr6	1638.0	0.4442896935933147	718.0
HGNC:3769	chr1	417.0	0.4852941176470588	136.0
HGNC:11620	chr1	2486.0	0.7272727272727273	33.0
HGNC:6738	chr1	807.0	0.6893939393939394	132.0
HGNC:2024	chr1	2907.0	0.6111111111111112	72.0
HGNC:16875	chr17	1146.0	0.7443609022556391	133.0
HGNC:33531	chr17	140.0	0.6493506493506493	77.0
HGNC:11054	chr5	1448.0	0.7406015037593985	266.0
HGNC:21640	chr12	3443.0	0.6037735849056604	159.0
HGNC:18269	chr14	4723.0	0.6625386996904025	323.0
HGNC:580	chr19	254.0	0.7268041237113402	194.0
HGNC:7121	chr17	638.0	0.76	25.0
HGNC:21396	chr3	4193.0	0.7090909090909091	55.0
HGNC:29857	chr19	72.0	0.6307692307692307	65.0
HGNC:19866	chr17	3151.0	0.617737003058104	327.0
HGNC:24274	chr17	166.0	0.5641025641025641	39.0
HGNC:21698	chr7	2813.0	0.5729166666666666	192.0
HGNC:26006	chr17	1882.0	0.76	25.0
HGNC:9583	chr19	1486.0	0.717391304347826	46.0
HGNC:20225	chr19	1057.0	0.8	80.0
HGNC:11514	chr11	4913.0	0.84765625	256.0
HGNC:17095	chr3	1877.0	0.5208333333333334	192.0
HGNC:8971	chr11	3163.0	0.5735294117647058	204.0
HGNC:9053	chr19	311.0	0.6938775510204082	49.0
HGNC:14082	chr7	1191.0	0.5636363636363636	165.0
HGNC:30917	chr19	3098.0	0.7351598173515982	219.0
HGNC:17155	chr9	1653.0	0.5853658536585366	123.0
HGNC:2705	chr12	5574.0	0.4438775510204081	196.0
HGNC:25952	chr19	938.0	0.5789473684210527	38.0
HGNC:9322	chr19	629.0	0.7	10.0
HGNC:29076	chr2	3370.0	0.6477987421383647	159.0
HGNC:6865	chr2	1352.0	0.7785234899328859	298.0
HGNC:16763	chr19	286.0	0.5087108013937283	287.0
HGNC:12449	chr19	166.0	0.6417910447761194	67.0
HGNC:30136	chr16	1060.0	0.5497076023391813	171.0
HGNC:1100	chr17	1383.0	0.5663716814159292	113.0
HGNC:3433	chr19	2341.0	0.6875	144.0
HGNC:1643	chr19	664.0	0.6060606060606061	66.0
HGNC:6720	chr3	550.0	0.6052631578947368	38.0
HGNC:3518	chr8	4733.0	0.5164835164835165	728.0
HGNC:7967	chr12	925.0	0.4308093994778068	383.0
HGNC:21308	chr6	1723.0	0.6690140845070423	142.0
HGNC:435	chr10	430.0	0.8125	64.0
HGNC:29306	chr12	3427.0	0.5068493150684932	73.0
HGNC:20344	chr14	2180.0	0.7222222222222222	36.0
HGNC:6867	chr14	1498.0	0.7489177489177489	231.0
HGNC:3244	chr2	2747.0	0.7063829787234043	470.0
HGNC:9551	chr19	459.0	0.6052631578947368	38.0
HGNC:29623	chr4	2077.0	0.7727272727272727	22.0
HGNC:29326	chr3	7507.0	0.583596214511041	317.0
HGNC:8514	chr3	1935.0	0.7537688442211056	199.0
HGNC:24279	chr17	373.0	0.75	128.0
HGNC:7531	chr16	32.0	0.5238095238095238	84.0
HGNC:17623	chr7	1224.0	0.7567567567567568	37.0
HGNC:8907	chr6	4361.0	0.6179775280898876	89.0
HGNC:21385	chr6	2663.0	0.5991189427312775	227.0
HGNC:2068	chr2	297.0	0.5157894736842106	95.0
HGNC:30348	chr12	649.0	0.6136363636363636	132.0
HGNC:19961	chr14	3219.0	0.8	55.0
HGNC:10058	chr5	2502.0	0.4897119341563786	243.0
HGNC:2736	chr12	963.0	0.6059322033898306	236.0
HGNC:17176	chr12	438.0	0.7880794701986755	151.0
HGNC:9836	chr12	5398.0	0.6454545454545455	110.0
HGNC:1691	chr11	1059.0	0.6129032258064516	186.0
HGNC:11524	chr4	158.0	0.7580645161290323	124.0
HGNC:23039	chr6	1773.0	0.6470588235294118	68.0
HGNC:30073	chr11	1416.0	0.6193353474320241	331.0
HGNC:28972	chr8	397.0	0.8076923076923077	26.0
HGNC:1476	chr11	720.0	0.7011494252873564	87.0
HGNC:125	chr3	1963.0	0.52	50.0
HGNC:6970	chr2	210.0	0.4938271604938271	81.0
HGNC:1329	chr4	4335.0	0.6557377049180327	122.0
HGNC:24307	chr1	478.0	0.5689655172413793	232.0
HGNC:2263	chr10	3719.0	0.5769230769230769	78.0
HGNC:19967	chr14	1302.0	0.823076923076923	130.0
HGNC:17363	chr12	3485.0	0.5882352941176471	68.0
HGNC:16966	chr10	2167.0	0.7419354838709677	124.0
HGNC:3002	chr16	211.0	0.6902173913043478	184.0
HGNC:1050	chr22	1442.0	0.7414965986394558	147.0
HGNC:6912	chr5	2282.0	0.411522633744856	243.0
HGNC:7898	chr7	912.0	0.647887323943662	71.0
HGNC:15517	chr17	894.0	0.7333333333333333	15.0
HGNC:16078	chr8	1538.0	0.5227272727272727	132.0
HGNC:22208	chr7	6892.0	0.6724137931034483	58.0
HGNC:6132	chr5	1120.0	0.5982142857142857	224.0
HGNC:24288	chr3	5442.0	0.708779443254818	467.0
HGNC:6003	chr6	1587.0	0.759493670886076	237.0
HGNC:2015	chr1	214.0	0.4444444444444444	45.0
HGNC:2018	chr1	409.0	0.4047619047619047	42.0
HGNC:24870	chr3	359.0	0.6561679790026247	381.0
HGNC:13211	chr3	1800.0	0.695852534562212	434.0
HGNC:29506	chr17	3266.0	0.8218623481781376	247.0
HGNC:5464	chr12	6633.0	0.3846153846153846	182.0
HGNC:9841	chr18	2177.0	0.7008547008547008	234.0
HGNC:30285	chr4	1960.0	0.4	610.0
HGNC:2171	chr12	2380.0	0.5521739130434783	230.0
HGNC:10907	chr2	1859.0	0.59375	96.0
HGNC:24042	chr3	3570.0	0.6893939393939394	264.0
HGNC:327	chr2	5639.0	0.6470588235294118	17.0
HGNC:800	chr1	2269.0	0.6504854368932039	103.0
HGNC:25986	chr2	113.0	0.5679012345679012	243.0
HGNC:26421	chr19	1112.0	0.6531645569620254	395.0
HGNC:17149	chr11	61.0	0.7372881355932204	118.0
HGNC:23697	chr11	1205.0	0.6792452830188679	106.0
HGNC:6895	chr2	140.0	0.514018691588785	107.0
HGNC:2602	chr20	1326.0	0.6388206388206388	407.0
HGNC:13996	chr11	6950.0	0.7551020408163265	245.0
HGNC:14962	chr11	3750.0	0.8059701492537313	134.0
HGNC:11094	chr8	1209.0	0.7378048780487805	164.0
HGNC:1697	chr5	601.0	0.5652173913043478	161.0
HGNC:4893	chr7	3571.0	0.618421052631579	76.0
HGNC:18224	chr10	3197.0	0.3477088948787062	371.0
HGNC:17597	chr1	1116.0	0.6045918367346939	392.0
HGNC:17849	chr8	2541.0	0.8134715025906736	386.0
HGNC:15940	chr20	868.0	0.6223776223776224	143.0
HGNC:7181	chr14	1616.0	0.6176470588235294	102.0
HGNC:23023	chr14	4368.0	0.625	632.0
HGNC:10473	chr1	2611.0	0.8161764705882353	408.0
HGNC:7230	chr11	4555.0	0.4968553459119497	159.0
HGNC:19079	chr11	1217.0	0.6428571428571429	28.0
HGNC:3311	chr6	1276.0	0.7166666666666667	60.0
HGNC:17450	chr7	92.0	0.4563106796116505	103.0
HGNC:11067	chr19	109.0	0.6269430051813472	193.0
HGNC:11233	chr2	3141.0	0.7355072463768116	276.0
HGNC:8010	chr14	6327.0	0.5502487562189055	1005.0
HGNC:16392	chr11	1098.0	0.7672413793103449	116.0
HGNC:29513	chr15	5010.0	0.627906976744186	129.0
HGNC:2323	chr2	1122.0	0.3259259259259259	135.0
HGNC:1353	chr1	197.0	0.5373134328358209	67.0
HGNC:15890	chr20	1184.0	0.6197183098591549	71.0
HGNC:4075	chr5	2549.0	0.5440251572327044	318.0
HGNC:22948	chr19	240.0	0.6036036036036037	111.0
HGNC:29196	chr8	4398.0	0.5311973018549747	593.0
HGNC:10055	chr12	922.0	0.7302631578947368	456.0
HGNC:20345	chr14	188.0	0.85	20.0
HGNC:19160	chr10	504.0	0.5165094339622641	424.0
HGNC:29214	chr11	5172.0	0.7041984732824428	524.0
HGNC:10074	chr11	176.0	0.6076923076923076	390.0
HGNC:7707	chr2	9368.0	0.6018518518518519	108.0
HGNC:15574	chr8	1324.0	0.6204933586337761	527.0
HGNC:18311	chr9	3427.0	0.69375	160.0
HGNC:396	chr3	147.0	0.5901639344262295	305.0
HGNC:591	chr11	2301.0	0.3237957261861644	2761.0
HGNC:369	chr13	4033.0	0.4659090909090909	176.0
HGNC:16065	chr1	155.0	0.625	32.0
HGNC:11134	chr14	1445.0	0.7560975609756098	41.0
HGNC:24269	chr12	635.0	0.8269230769230769	52.0
HGNC:30796	chr12	500.0	0.6510903426791277	321.0
HGNC:53	chr10	963.0	0.3853658536585366	205.0
HGNC:2760	chr6	361.0	0.7948717948717948	39.0
HGNC:24310	chr1	542.0	0.8099415204678363	342.0
HGNC:4312	chr1	3791.0	0.7902621722846442	267.0
HGNC:21289	chr6	2332.0	0.6597938144329897	291.0
HGNC:3243	chr19	1702.0	0.7441860465116279	172.0
HGNC:22949	chr1	2780.0	0.7349397590361446	83.0
HGNC:21098	chr6	516.0	0.5909090909090909	176.0
HGNC:19903	chr6	3440.0	0.7857142857142857	280.0
HGNC:5225	chr6	899.0	0.6395348837209303	86.0
HGNC:16098	chr20	2743.0	0.6185567010309279	97.0
HGNC:23316	chr12	448.0	0.5454545454545454	110.0
HGNC:7966	chr11	337.0	0.6023391812865497	171.0
HGNC:3148	chr22	18.0	0.7394957983193278	119.0
HGNC:25071	chr22	1405.0	0.6666666666666666	114.0
HGNC:15746	chr20	979.0	0.703125	64.0
HGNC:21082	chr6	3948.0	0.7587939698492462	199.0
HGNC:6399	chr1	5669.0	0.64	75.0
HGNC:12692	chr10	322.0	0.6357308584686775	431.0
HGNC:11920	chr10	2609.0	0.5822784810126582	79.0
HGNC:21686	chr6	7475.0	0.7364130434782609	368.0
HGNC:1681	chr11	3069.0	0.7368421052631579	133.0
HGNC:6248	chr20	383.0	0.7689393939393939	264.0
HGNC:20885	chr6	6573.0	0.4647887323943662	213.0
HGNC:21394	chr1	1644.0	0.4545454545454545	55.0
HGNC:1138	chr6	1516.0	0.4363636363636363	330.0
HGNC:7104	chr13	159.0	0.65	80.0
HGNC:9403	chr14	1145.0	0.7246653919694073	523.0
HGNC:6093	chr1	810.0	0.6189516129032258	496.0
HGNC:5439	chr6	546.0	0.7241379310344828	58.0
HGNC:930	chr5	635.0	0.8481012658227848	79.0
HGNC:10821	chr1	334.0	0.5785714285714286	140.0
HGNC:12719	chr2	178.0	0.7647058823529411	68.0
HGNC:11917	chr1	2200.0	0.7722772277227723	101.0
HGNC:18258	chr12	2126.0	0.6136363636363636	44.0
HGNC:9213	chr19	5147.0	0.7428571428571429	35.0
HGNC:25818	chr5	727.0	0.8194444444444444	144.0
HGNC:11172	chr15	6613.0	0.65625	32.0
HGNC:11589	chr6	3392.0	0.6260162601626016	246.0
HGNC:18984	chr12	4754.0	0.8016877637130801	237.0
HGNC:16863	chr6	4483.0	0.4596774193548387	248.0
HGNC:20182	chr14	3797.0	0.5383480825958702	678.0
HGNC:492	chr8	2565.0	0.7142857142857143	84.0
HGNC:5341	chr4	525.0	0.5319148936170213	94.0
HGNC:17037	chr6	1702.0	0.6428571428571429	56.0
HGNC:17677	chr17	3117.0	0.7684729064039408	203.0
HGNC:18017	chr11	1018.0	0.6808510638297872	47.0
HGNC:949	chr6	1251.0	0.6325088339222615	283.0
HGNC:7525	chr9	5570.0	0.4298245614035088	114.0
HGNC:13177	chr2	7662.0	0.438871473354232	319.0
HGNC:4601	chr17	308.0	0.725	40.0
HGNC:1335	chr5	2265.0	0.584	500.0
HGNC:29216	chr3	4450.0	0.685823754789272	522.0
HGNC:21347	chr6	832.0	0.4901960784313725	102.0
HGNC:9850	chr19	1471.0	0.6379310344827587	58.0
HGNC:9885	chr14	1887.0	0.6354679802955665	203.0
HGNC:12383	chr2	364.0	0.689922480620155	129.0
HGNC:16268	chr19	202.0	0.75	72.0
HGNC:20606	chr13	269.0	0.6509433962264151	106.0
HGNC:18294	chr16	2498.0	0.5714285714285714	7.0
HGNC:25265	chr12	1897.0	0.5869565217391305	92.0
HGNC:71	chr7	2570.0	0.5764705882352941	85.0
HGNC:29270	chr7	141.0	0.6154349247874428	1529.0
HGNC:18531	chr1	22477.0	0.6796657381615598	718.0
HGNC:4019	chr14	1711.0	0.5938271604938271	810.0
HGNC:25581	chr4	6345.0	0.6944444444444444	36.0
HGNC:14458	chr11	3979.0	0.85	100.0
HGNC:865	chr17	1459.0	0.6090225563909775	133.0
HGNC:2752	chr15	6012.0	0.5833333333333334	12.0
HGNC:11033	chr3	4041.0	0.7596899224806202	258.0
HGNC:579	chr15	1182.0	0.6699410609037328	509.0
HGNC:6843	chr17	1002.0	0.7476190476190476	210.0
HGNC:25678	chr8	1351.0	0.717948717948718	117.0
HGNC:11879	chr2	248.0	0.5384615384615384	78.0
HGNC:25021	chr3	182.0	0.5397849462365591	465.0
HGNC:13432	chr8	1489.0	0.5111111111111111	180.0
HGNC:8858	chr6	1390.0	0.6218487394957983	238.0
HGNC:13291	chr16	512.0	0.7592592592592593	108.0
HGNC:7610	chr1	508.0	0.6103896103896104	77.0
HGNC:29546	chr2	667.0	0.8333333333333334	48.0
